标题,区名,小区/位置,几室几厅,面积,朝向,楼层,年份
亲亲家园三期，人车分流，三开间朝南，中间楼视野好,三墩,亲亲家园三期,3室2厅,108.8平米,南,6层,板楼
星汇花园2室1厅南,青山湖科技城,星汇花园,2室1厅,88.86平米,南,32层,板楼
亲亲家园一期地铁2号线墩祥街站精装修中间楼层,三墩,亲亲家园一期,3室2厅,119.2平米,南北,6层,板楼
宝龙广场loft三房，业主诚心出售，精装3房拎包入住,高教园区东,宝龙城市广场,3室1厅,43.97平米,北,23层,塔楼
佳境天城境合苑3室1厅南,钱江世纪城,佳境天城境合苑,3室1厅,150.27平米,南,低楼层(共15层),板楼
"盒马（1.6公里）圈，1/4号线（780m）方便,改善好房",火车东站,红街公寓,3室2厅,130.03平米,南,18层,板塔结合
西湖边浙一旁城战旁东边套全明户型,潮鸣,小河下小区,2室1厅,60.44平米,南北,6层,板楼
西边套视野好不靠高架满五唯一精装修,城东新城,德信东望,3室2厅,88.08平米,南北,11层,板塔结合
丁桥景园南苑3室2厅东东南,丁桥,丁桥景园南苑,3室2厅,100.56平米,东东南,中楼层(共16层),塔楼
区政府大三房，纯边套，满5年唯一，业主诚心出售,滨江区政府,温馨人家,3室2厅,147.07平米,南,高楼层(共18层),板塔结合
次新小区，清爽精装，品牌家具，拎包入住，看房方便,申花,宝嘉誉府,3室2厅,89.1平米,南,19层,板塔结合
户型好大三房诚心出售楼层好,良渚,上实海上海一期,3室2厅,112.72平米,南北,26层,板楼
湿地旁，精装修叠排，东边套，环境优美，满五，诚售,西溪,华元美林公馆,6室2厅,292.88平米,南,4层,板楼
亲亲家园一期满五唯一纯毛坯大三房,三墩,亲亲家园一期,3室2厅,133.7平米,南北,9层,板楼
区内有运河支流，带泳池，高楼层采光好，上下两层loft,万达广场,风雅乐府,4室2厅,109.1平米,南,中楼层(共31层),板塔结合
翠苑小两居，采光好，房东诚心出售,翠苑,翠苑四区,2室1厅,60.4平米,南,7层,板楼
大面积总价低配套全诚心出售6跃7跃层户型带大露台,萧山开发区,明华明辉花园,6室1厅,192.32平米,南,6层,平房
云龙公寓跃层装修好看房方便,潮鸣,云龙公寓,6室3厅,231.65平米,南,高楼层(共11层),板楼
绿城高品质小区，高楼层4房精装带地暖，产证满5年唯1,滨江区政府,绿城明月江南,4室2厅,184.81平米,南,26层,板楼
翠苑三房房龄较新满五唯一无抵押看房方便,翠苑,翠苑三区,3室1厅,75.42平米,南北,6层,板楼
位置好，中间楼层，视野开阔，精装修没住过，满五年,桥西,顺发吉祥半岛,3室2厅,85.35平米,南,低楼层(共25层),板塔结合
不靠高架，刚需好房，3房2卫，采光好，视野佳,城东新城,德信东望,3室2厅,88.63平米,南,16层,板塔结合
新出好房满五不唯一两房朝南采光好一梯两户,潮鸣,老浙大横路三弄,3室1厅,55.47平米,南,中楼层(共8层),板楼
上郡夹边户，小三居，满5年，2年前精装，全明,申花,上郡,3室2厅,89.31平米,南北,16层,板楼
大四房边套，视野好，满五年，出入方便，采光充足,文一西路,名仕家园,4室2厅,154.97平米,南,6层,板楼
金色黎明三期精装修位置好房东诚心卖,笕桥,金色黎明三期,3室2厅,89.25平米,南,16层,板楼
三房二厅二房南小高层总高11层带露台,桥西,南北西岸,3室2厅,87.84平米,南,低楼层(共11层),板楼
三江花园多层四房满五年单价低,闻堰,三江花园(萧山),4室2厅,154.61平米,南,低楼层(共6层),板塔结合
拱宸桥大运河景观房东边套大四居业主诚售满五唯一,拱宸桥,左岸花园,4室2厅,143.27平米,东南,11层,板楼
2010年房龄大三房！架空层带露台！户型正气业主诚售,复兴,复兴东苑,3室2厅,85.62平米,南,低楼层(共6层),板楼
标题,区名,小区/位置,几室几厅,面积,朝向,楼层,年份
和平小区三房二卫精装修拎包入住户型好,流水苑,和平小区,3室1厅,76.26平米,南,低楼层(共7层),板楼
朗诗毛坯大四房一线江景东边套恒湿恒温恒氧有钥匙,沿江北,朗诗国际街区,4室2厅,177.47平米,东,32层,板楼
LOOK君宸精装修三房双地铁近宝龙近滨江,萧山新城区,德信君宸,3室2厅,81.71平米,南北,21层,板楼
万通时尚公馆3室2厅南,未来科技城,万通时尚公馆,3室2厅,109.42平米,南,低楼层(共31层),板楼
精装修大两房，有阳台，有钥匙，看房方便,滨江区政府,君尚金座,2室2厅,56.3平米,南,低楼层(共27层),板塔结合
房子双卫生间户型，采光和通风都不错，得房率高。,丁桥,阳光城翡丽湾,3室2厅,88.35平米,南,低楼层(共17层),板楼
自住精装修，看房方便，业主诚心出售,闲林,竹海水韵春风里,3室2厅,88.32平米,南北,中楼层(共18层),板塔结合
排屋有露台，自住精装修，适合一家三代，带车库停二车,闻堰,南岸花城,4室2厅,199.22平米,南北,1层,板楼
满五唯一，诚心出售。品质跃层，六房满足一家人需求,临平新城,东海水景城,6室1厅,216.73平米,南,高楼层(共11层),塔楼
跃层带露台坡地花园洋房大四房万科精装带地暖,良渚,万科郡西澜山,5室2厅,195.7平米,南,6层,板楼
保利东湾50万精装大四房三卫，朝南开间四阳台，南北通,沿江南,保利东湾,4室2厅,189.92平米,南北,32层,板塔结合
附带大露台，得房率很高，现代风格装修，品牌家电。,西兴,温兴风情苑,4室2厅,132.66平米,南北,6层,板楼
6楼带阁楼带30方露台电梯房边套户型客厅带大落地窗,长河,江虹小区,4室2厅,78.9平米,南,高楼层(共6层),板楼
三室朝南，位置好，沿河风景好。,三墩,亲亲家园二期,3室2厅,123.58平米,南,11层,板楼
顶楼带阁楼，带露台，纯毛坯房，满五年,星桥,广厦天都城天泉苑,6室2厅,247.57平米,南北,5层,板塔结合
楼层好户型格局好采光充足,东湖,金帝海珀二期,3室2厅,96.59平米,南,32层,塔楼
精装交付，龙湖品质，7层小洋房顶跃，采光好,大学城北,听澜越府,4室2厅,166.52平米,南,高楼层(共7层),板楼
天阳棕榈湾二期，电梯顶跃，精装修,良渚,天阳棕榈湾二期,4室2厅,188.34平米,南北,9层,塔楼
复地连城国际复式跃层房东诚心出售,乔司,复地连城国际,5室2厅,159.82平米,南北,12层,板塔结合
龙湖春江彼岸，满五唯一，自住装修，奥体板块,奥体,龙湖春江彼岸,4室2厅,197.64平米,南,高楼层(共32层),塔楼
此房满五年，免增值税，不沿马路，房东诚心出售,三墩,亲亲家园一期,3室2厅,118.33平米,南,5层,板楼
温馨人家层高4米精装修东芝空调博世地暖,滨江区政府,温馨人家,4室2厅,176.3平米,南西北,低楼层(共11层),板塔结合
